sentence,label
What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good.,balance_not_updated_after_bank_transfer
My balance doesn't show my deposit.,balance_not_updated_after_cheque_or_cash_deposit
My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow?,balance_not_updated_after_cheque_or_cash_deposit
Where is my missing cheque I deposited?,balance_not_updated_after_cheque_or_cash_deposit
I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please?,balance_not_updated_after_cheque_or_cash_deposit
I have yet to receive the cash I added to my account this morning.,balance_not_updated_after_cheque_or_cash_deposit
My cash deposit from a week ago is still not in my account. Can you help me please?,balance_not_updated_after_cheque_or_cash_deposit
Why hasn't my account updated?,balance_not_updated_after_cheque_or_cash_deposit
I deposited a cheque but the cash hasn't arrived yet,balance_not_updated_after_cheque_or_cash_deposit
I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this?,balance_not_updated_after_cheque_or_cash_deposit
"I deposited some cash but it hasn't shown up in my account yet, what's going on?",balance_not_updated_after_cheque_or_cash_deposit
My transfer to a beneficiary was rejected.,beneficiary_not_allowed
Why couldn't I transfer to a beneficiairy?,beneficiary_not_allowed
My beneficiary didn't receive my transfer,beneficiary_not_allowed
It shows that the transfer on my account wasn't allowed.,beneficiary_not_allowed
I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong?,beneficiary_not_allowed
Why am I not allowed to add a certain beneficiary?,beneficiary_not_allowed
Why is my beneficiary not being allowed to get payment services?,beneficiary_not_allowed
i tried to transfer cryptocurrency into my account but was denied,beneficiary_not_allowed
Why was I denied the option to transfer money to a selected beneficiary?,beneficiary_not_allowed
My transfer to an account failed.,beneficiary_not_allowed
Cancelling a transaction,cancel_transfer
If I make a mistake can I cancel the transaction?,cancel_transfer
My morning transaction needs to be canceled.,cancel_transfer
I want to reverse a transaction I did this morning,cancel_transfer
I made a mistake this morning when I did a transfer. How do I reverse it?,cancel_transfer
Please help revert my transaction from this morning.,cancel_transfer
A payment I made is for a wrong amount can you help me correct the mistake.,cancel_transfer
I need to cancel a transfer I made.,cancel_transfer
I want to revert this mornings transaction.,cancel_transfer
Cancel a transaction,cancel_transfer
"I need a new card, my old card is expiring.",card_about_to_expire
Can I wait for you to send me a new card when mine's about to expire?,card_about_to_expire
How do I get a new expiration date?,card_about_to_expire
My card is expiring soon.,card_about_to_expire
Is it possible to get a new card in China?,card_about_to_expire
My card expires very soon.  What is the cost and delivery time to get a new one?,card_about_to_expire
My card is about to expire.  Where do I get a new one.,card_about_to_expire
How do I know when my card will expire?,card_about_to_expire
What do I do after my card expires?,card_about_to_expire
How do I replace my card?,card_about_to_expire
Where do I pay with my debit or credit card?,card_acceptance
Can I pay online with my card?,card_acceptance
Which establishments will accept my card?,card_acceptance
Where do I pay with my card?,card_acceptance
Where can I use my card to pay?,card_acceptance
Are there any restrictions on where I use this card?,card_acceptance
Where can my card be used?,card_acceptance
Are there any restrictions to where I can use my card?,card_acceptance
Where is this card accepted?,card_acceptance
Where can I use this card?,card_acceptance
What is the expected delivery date of my card?,card_arrival
How can I periodically check the delivery of the card you sent?,card_arrival
How can I track my card's delivery?,card_arrival
My new card hasn't came in.,card_arrival
Is there a reason my new card hasn't arrived?,card_arrival
Can you please tell me where my card is? I ordered it 2 weeks ago!,card_arrival
Why have I not gotten my new card?,card_arrival
WHAT IS THE SOLUTION OF THIS PROBLEM,card_arrival
I know I'm getting a new card but would like know when I can expect to receive it.,card_arrival
Can I track the card that was just sent to me?,card_arrival
How long does it take for a card to arrive?,card_delivery_estimate
How long are deliveries to the US?,card_delivery_estimate
How long will it take to get to the US?,card_delivery_estimate
How long will it take to deliver to the US?,card_delivery_estimate
When can I expect my new card to get here?,card_delivery_estimate
My card is needed soon,card_delivery_estimate
What is the length of time for one of these items to come to the U.S?,card_delivery_estimate
How will I get my card?,card_delivery_estimate
can the delivery be specific to my needs?,card_delivery_estimate
Are the delivery days flexible?  My schedule only allows me to be a available on specific dates.,card_delivery_estimate
how do i get the card linked,card_linking
"In the app, how can I make it show the new card that arrived?",card_linking
How do I link the new card?,card_linking
How do I add an existing card to the app?,card_linking
How do I reactivate a card I thought I lost?,card_linking
How do I link the new card that I just got from you guys?,card_linking
"I found my card that I thought I had lost, I need to reactive it, please help.",card_linking
How do I add my card to the app once I get it?,card_linking
Where do I go to get my new card linked?,card_linking
"I got a new card, how do I link it?",card_linking
WHAT IS THE MAIN REASON OF THIS PROBLEM,card_not_working
"Out of the blue, my card stopped working.",card_not_working
I am unable to use my card.,card_not_working
"Suddenly, my card won't work.",card_not_working
The card that I have isn't working. This is the physical card.,card_not_working
Currently I can't get my card to work.,card_not_working
I can't use my card because it is not working.,card_not_working
I can't get the card itself to work.,card_not_working
"I don't know what's wrong with my card, but it has not worked at multiple places today.",card_not_working
How can it be that my Card is not functioning anymore?,card_not_working
Please explain the extra fee when I paid with the card.,card_payment_fee_charged
I made a purchase with my card and I was charged a fee for using it,card_payment_fee_charged
I was charged an extra fee for a card payment. I was unaware of these fees beforehand.,card_payment_fee_charged
Why is there a charged fee for debit or credit card payment?,card_payment_fee_charged
Why was the price higher when I paid with my card?,card_payment_fee_charged
"I am getting charged fees on some payments.  Please help me understand, where are these fees disclosed?",card_payment_fee_charged
I have a fee and I don't know why,card_payment_fee_charged
How do I know which payments I make will have additional fees? Where can I find this information online?,card_payment_fee_charged
I paid with card and was charged a fee that shouldn't be there!,card_payment_fee_charged
"There was an extra fee when I paid with my card, why was i charged this extra fee?",card_payment_fee_charged
I'm worried that my card has been compromised because I see a payment that I didn't make.,card_payment_not_recognised
I didn't make a payment that shows in my app.,card_payment_not_recognised
Someone else accessed my account and made a payment.,card_payment_not_recognised
I have a confusing payment appear on my statement and I don't recognise it!,card_payment_not_recognised
"I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back?",card_payment_not_recognised
I'm noticing a payment/purchase at a company that I don't recognise.,card_payment_not_recognised
I have a card payment that I don't recognize. What should I do?,card_payment_not_recognised
Someone might have access to my card!  There are some strange payments showing up on my account.  What do I do?,card_payment_not_recognised
I think that there is a payment on my card that I did not authorize.  I don't recognize the name attached to the transaction.,card_payment_not_recognised
I'm checking the app and I see a payment that's not mine.,card_payment_not_recognised
It looks like the exchange rates on my card payment are wrong,card_payment_wrong_exchange_rate
I think the currency exchange that's been applied is wrong.,card_payment_wrong_exchange_rate
something is wrong with my exchange rate charge,card_payment_wrong_exchange_rate
My rate of exchange was wrong.,card_payment_wrong_exchange_rate
I bought an item and the exchange rate was wrong.,card_payment_wrong_exchange_rate
"I  have been charged more than I should for the presents I bought  when abroad, the problem seems to be the exchange rate.",card_payment_wrong_exchange_rate
Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,card_payment_wrong_exchange_rate
I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund.,card_payment_wrong_exchange_rate
The exchange rate was incorrect for this item I bought.,card_payment_wrong_exchange_rate
"I have been charged to much for the object I bought when abroad, the exchange rate seems to be wrong.",card_payment_wrong_exchange_rate
My card is stuck in the ATM?,card_swallowed
The ATM didnt return my card!,card_swallowed
"My card is stuck inside the ATM, what am I supposed to do?",card_swallowed
How do I get a new card as your machine swallowed mine!,card_swallowed
An ATM machine didn't give me back my card.,card_swallowed
What do I do if I can't get my card out of the ATM?,card_swallowed
I didn't get my card back from the ATM.,card_swallowed
What do I do?  The ATM took my card!,card_swallowed
The ATM sucked my card in.,card_swallowed
Please send a new card; the ATM ate mine.,card_swallowed
Why did they take more money out then I withdrawed?,cash_withdrawal_charge
I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud?,cash_withdrawal_charge
"Why are you charging for cash withdrawals? I went to withdraw some money earlier today after getting my groceries, and it appears there is a fee that wasn't there before",cash_withdrawal_charge
Could you explain your rules for ATM fees?,cash_withdrawal_charge
Is there an extra fee for using an ATM?,cash_withdrawal_charge
what is this extra charge for a withdrawal?,cash_withdrawal_charge
Why am I being charged for withdrawing cash but haven't in the past?,cash_withdrawal_charge
Why was I charged a fee on a cash withdrawal?,cash_withdrawal_charge
Do cash withdrawals cost anything?,cash_withdrawal_charge
"It seems I've suddenly been charged for my recent ATM cash withdrawal. What's up with that? I though withdrawals are free, you never charged me so far!",cash_withdrawal_charge
The app says I made a cash withdrawal that I didn't make,cash_withdrawal_not_recognised
There's a cash withdrawal on my account that I didn't make,cash_withdrawal_not_recognised
"Please help me, its urgent. Someone has withdrawn money from my account as few hours before my wallet has been. Now i want to stop withdrawal of more money.",cash_withdrawal_not_recognised
The app says I made a cash withdrawal even though I didn't.,cash_withdrawal_not_recognised
How do I report a cash withdrawal that wasn't me?,cash_withdrawal_not_recognised
The app says I got cash from an ATM but I didn't,cash_withdrawal_not_recognised
"A WD was just made on my account, but it was not me and I still have my card.  What to do?",cash_withdrawal_not_recognised
I noticed that there is a withdrawal in the app that is not mine.,cash_withdrawal_not_recognised
Somebody made a withdrawal from my account for 500. I have my card so how can this be? Does somebody have a duplicate card or something? Help please.,cash_withdrawal_not_recognised
"I am seeing in the app, some cash witdhrawals that I did not authorize.",cash_withdrawal_not_recognised
Do you know how to change my card PIN?,change_pin
Is going to a bank only way to change my PIN?,change_pin
Can I change my PIN?,change_pin
Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation.,change_pin
Can you tell me what I need to do to have my pin changed?,change_pin
How can I change my old pin to a new one?,change_pin
Can I change my PIN on my phone?,change_pin
How can I set a new pin.,change_pin
Do I need to speak to a representative to change my pin?,change_pin
I want to create a new pin.,change_pin
I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more?,compromised_card
I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away.,compromised_card
I believe that someone is using my card without my knowledge!,compromised_card
Someone might have had access to my card.,compromised_card
How do I report possible fraudulent activity on my account?,compromised_card
Questionable transactions on my account.,compromised_card
My card must have used my card as there are some transactions that I haven't done myself..,compromised_card
"There are transactions that I did not make on my account, I think someone has my information.",compromised_card
Someone has been using my card. There are unfamiliar transactions on there. Can you freeze the card to keep this from happening?,compromised_card
"I might be paranoid, but someone may be using my card.",compromised_card
I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,contactless_not_working
How come when I tried to pay contactless at the bus it didnt work?,contactless_not_working
Help me to set up contactless payments.,contactless_not_working
My contactless is non-functional.,contactless_not_working
How can I fix my contactless?,contactless_not_working
What do I have to do to get the contactless to work?,contactless_not_working
Any charges applicable for new card?,contactless_not_working
How do I troubleshoot my contactless?,contactless_not_working
"I was trying to use contactless earlier, but it didn't work.",contactless_not_working
My contactless payments don't work.,contactless_not_working
You provide support in what countries?,country_support
Are your cards available in the EU?,country_support
You operate in which countries?,country_support
What countries have access to this service.,country_support
Can I get a card that works in other countries like Africa and Indonesia?,country_support
Do you provide cards to people not in the UK?,country_support
Is this card available to United States Residents?,country_support
What countries are you issuing cards for?,country_support
Which countries do you support?,country_support
Is it possible to get one the your cards in the EU?,country_support
Can you tell me why my card payment did not work?,declined_card_payment
For some reason my card payment hasn't worked. what can I do to look into that?,declined_card_payment
I had a card payment that was declined.  Why?,declined_card_payment
my payment was rejected,declined_card_payment
Can you tell me why my card keeps getting declined every time I try to use it?,declined_card_payment
My card is not working at stores.,declined_card_payment
Why is it saying my card payment is declined when I made it?,declined_card_payment
My payment for my card is not working,declined_card_payment
Why do you keep declining my payment?I tried several times with this card and it is just not working.,declined_card_payment
"I have enough money in my account, so why is my card being declined?",declined_card_payment
I could not get the ATM to work,declined_cash_withdrawal
"My card has been declined by two separate ATM, and I'm worried something is wrong with my account. Would you please see if my account is okay?",declined_cash_withdrawal
I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past.,declined_cash_withdrawal
Why couldn't I get cash from an ATM?,declined_cash_withdrawal
I tried to withdraw cash from the ATM machine and it did not work. Can you tell me why?,declined_cash_withdrawal
Why can't I withdraw cash?,declined_cash_withdrawal
The ATM machines keep declining my card and I don't know why. I thought I had money in my account. Why is this happening?,declined_cash_withdrawal
When going to the ATM to take out some cash today my withdrawal was  declined.  I need to fix this problem as soon as possible. whats going on?,declined_cash_withdrawal
Is there something wrong with the ATM? It would not let me pull cash out of my account.,declined_cash_withdrawal
"When I tried to access my cash, I wasn't allowed!",declined_cash_withdrawal
"Transfer unable to be completed, states 'declined'",declined_transfer
Why did you decline my transfer?,declined_transfer
Why was one of my transfers declined?,declined_transfer
"I have been doing some online shopping, but when checking out, it keeps getting declined. I tried a few times and it wouldn't work. What could be wrong?",declined_transfer
What would be a reason my transfer got declined?,declined_transfer
How can I find a way to transfer money without it being rejected?,declined_transfer
I have a transfer that was declined.,declined_transfer
"Why do you keep declining my transfers? It's been working well so far, but when I just tried to buy something, the card got declined. I tried it a few times, but same thing happened every try.",declined_transfer
Can you tell me why my transfer declined?,declined_transfer
"Declined, transfer not completed.",declined_transfer
I need to cancel a transaction on my debit card.,direct_debit_payment_not_recognised
Is there a strict timeline regarding disputing transactions made on my account? I just noticed a fraudulent charge on a statement from a couple months ago.,direct_debit_payment_not_recognised
I need a refund on a direct debit that shows in the app because I did not make it.,direct_debit_payment_not_recognised
There was a charge made on my card from a couple weeks ago and I don't remember making the purchase. Nor do I remember the company itself. Can we trace this at all to confirm if I did it or not?,direct_debit_payment_not_recognised
My statement shows a strange direct debit.,direct_debit_payment_not_recognised
There is a debit transaction on my statement that I did not make,direct_debit_payment_not_recognised
"I just noticed that I supposedly made a payment to a seller a while back. The problem is, I don't recognize the seller. There must be a way to see who it is or track the payment. Can you do that, because I don't remember this transaction?",direct_debit_payment_not_recognised
The app is showing a direct debit payment that I never made,direct_debit_payment_not_recognised
There is a payment showing on my app that I didn't do. Will you please cancel this payment and refund my money ?,direct_debit_payment_not_recognised
Why am I seeing a direct debit thats not mine?,direct_debit_payment_not_recognised
How many transactions can I make on my disposable card?,disposable_card_limits
What are the restrictions on the virtual cards?,disposable_card_limits
Am I limited on the amount of disposable cards I can possess?,disposable_card_limits
Where can I use a disposable card?,disposable_card_limits
What are the disposable virtual card limits?,disposable_card_limits
Is there a transaction limit for a disposable card?,disposable_card_limits
"I need multiple cards per day, and they all have to be disposable.",disposable_card_limits
What are the policies of disposable cards?,disposable_card_limits
Is there a limit to the number of disposable cards per day?,disposable_card_limits
Whats the maximum number of disposable cards that I can get?,disposable_card_limits
How to edit personal details?,edit_personal_details
I need to change details about my personal account.,edit_personal_details
I've just moved and I need to change my details,edit_personal_details
I would like to change my adress,edit_personal_details
Please tell me where I can update my details since I moved.,edit_personal_details
How can I update my personal information after moving?,edit_personal_details
My address is incorrect on my file.,edit_personal_details
"my identity hasn't been verified and i can't edit my details, what's next",edit_personal_details
need my details changed,edit_personal_details
How would I change my details?,edit_personal_details
What is the fee for a foreign currency exchange?,exchange_charge
what is the cost for exchanging currencies?,exchange_charge
Will I have to pay extra to exchange money?,exchange_charge
Does it cost anything to do currency exchanges?,exchange_charge
What is the rate for exchange fees?,exchange_charge
Are currency exchanges free?,exchange_charge
"When exchanging currencies, is there an extra fee?",exchange_charge
What commission do you take for currency exchage?,exchange_charge
Can you tell me what the exchange fee is?,exchange_charge
Can I be charged for exchanging foreign currency?,exchange_charge
How will I know what the exchange rate is?,exchange_rate
What is your opinion on the exchange rate?,exchange_rate
How do you decide what your exchange rates are?,exchange_rate
I want to know your exchange rates.,exchange_rate
How do you calculate exchange rates?,exchange_rate
I'd like to know what the foreign exchange rate will be.,exchange_rate
i need to know about exchange rates,exchange_rate
Is there an exchange rate?,exchange_rate
What is the exchange looking like?,exchange_rate
What factors determine your exchange rate?,exchange_rate
I need Australian dollars instead of UK currency.,exchange_via_app
Can this app exchange American and English currency?,exchange_via_app
Can i add a new currency to my account?,exchange_via_app
Can I use your app to exchange between USD and GBP,exchange_via_app
How do I exchange currencies using the app?,exchange_via_app
"I might need to exchange between USD and GBP, is this possible with your app?",exchange_via_app
"I do not need GBP, I need AUD, how do I convert it?",exchange_via_app
How can I change USD to GBP?,exchange_via_app
Can I exchange currencies with the app?,exchange_via_app
Can I use this app to change money?,exchange_via_app
My statement shows an extra fee - what is it?,extra_charge_on_statement
"Hello, I see that I have been charged an extra $1 on my app.  Could you please provide me with a reason for this charge?",extra_charge_on_statement
It appears I have a fee in my statement.,extra_charge_on_statement
I've been charged an extra £1 and I don't know why,extra_charge_on_statement
Can you tell me about why the account I have was charged an extra 1$,extra_charge_on_statement
I am seeing and extra 1$ charged to my account and wanted to know about it.,extra_charge_on_statement
Why is there a 1 euro fee on my statement?,extra_charge_on_statement
I was wrongfully charged one pound.,extra_charge_on_statement
I got billed an extra pound!,extra_charge_on_statement
Why is there an extra charge on my statement.,extra_charge_on_statement
My transfer didn't work! Help!,failed_transfer
"My transfer did not work, what was the reason?",failed_transfer
Did  my transfer fail?,failed_transfer
"Hi there, I've tried to make a transfer 5 different times and its not working. Is your system down or something?",failed_transfer
Can you please assist me in completing a transfer? I'm trying and I keep getting an error. I'm trying to purchase a flat and pay the initial mortgage payment. All I keep getting is an error. Can you find out what's happening here?,failed_transfer
"I can't transfer any money from my account to my friend's account, it keeps rejecting it. Can you tell me why? I have enough funds in my account to transfer.",failed_transfer
"My transfer failed, why?",failed_transfer
please help my transfer go through,failed_transfer
I tried to transfer money but it didn't go through,failed_transfer
The attempted transfer failed.,failed_transfer
Is it okay to hold money in multiple currencies?,fiat_currency_support
Which currencies are allowed?,fiat_currency_support
What are eligible holding and exchange currencies?,fiat_currency_support
Can you tell me if I can hold money in several currencies?,fiat_currency_support
What currencies can my account be in?,fiat_currency_support
What fiat currencies do you support?,fiat_currency_support
What currencies do you support?,fiat_currency_support
Is my country's currency supported by your system?,fiat_currency_support
What fiat currencies are supported?,fiat_currency_support
I want to have multiple currencies in my account if possible.,fiat_currency_support
Please can i get a disposable virtual card as well?,get_disposable_virtual_card
What are these disposable cards meant for?,get_disposable_virtual_card
How do I get a disposable virtual card as well?,get_disposable_virtual_card
How can disposable cards be used?,get_disposable_virtual_card
Where do I get a disposable card,get_disposable_virtual_card
How do I use disposable cards?,get_disposable_virtual_card
Can you tell me about these disposable virtual cards?,get_disposable_virtual_card
Can you tell me what are disposable cards for?,get_disposable_virtual_card
What are the disposable cards used for?,get_disposable_virtual_card
How does a disposable virtual card work?,get_disposable_virtual_card
How do I set up my card PIN?,get_physical_card
The card PIN is not visible anywhere?,get_physical_card
Where is my PIN?,get_physical_card
How will I receive my PIN?,get_physical_card
I cannot find my PIN.,get_physical_card
Does the PIN come under separate cover?,get_physical_card
I am yet to receive my pin.,get_physical_card
I haven't received my PIN yet. Do I need to get it from you?,get_physical_card
Where is the PIN number found?,get_physical_card
How long do I wait for my PIN,get_physical_card
Are extra cards free?,getting_spare_card
How can I get another card?,getting_spare_card
Can I order a second card?,getting_spare_card
How can I create another card linked to this account?,getting_spare_card
My daughter would like a card from my account?  Can I do this?,getting_spare_card
Are there any fees to get additional cards?,getting_spare_card
Can I get spare cards?,getting_spare_card
How do I receive more physical cards,getting_spare_card
Can I have a duplicate second card?,getting_spare_card
How do I get another card,getting_spare_card
Why have I not yet received my virtual card?,getting_virtual_card
Why haven't I been given a virtual card yet?,getting_virtual_card
Where do I order a virtual card?,getting_virtual_card
"I would like to order a virtual card, where can I get one?",getting_virtual_card
Why have I not received a virtual card yet?,getting_virtual_card
Are there virtual cards,getting_virtual_card
What do I have to do to get my virtual card?,getting_virtual_card
"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",getting_virtual_card
How can I go about ordering a virtual card?,getting_virtual_card
Where can i find the virtual card?,getting_virtual_card
Can you help me retrieve my card?,lost_or_stolen_card
Can you tell me the status of my new card?,lost_or_stolen_card
What should I do?  My card has been stolen!,lost_or_stolen_card
"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",lost_or_stolen_card
I lost my wallet and all my cards were in it.,lost_or_stolen_card
"I lost my card, what do I do now?",lost_or_stolen_card
My card was stolen,lost_or_stolen_card
My card is lost!  Please help me!,lost_or_stolen_card
Who can I speak with regarding a lost card?,lost_or_stolen_card
Can you provide information for freezing my card immediately?,lost_or_stolen_card
I can't use the app because I got mugged yesterday and they took everything. Please help.,lost_or_stolen_phone
What do I do to lock my phone after losing it so my account isn't accessed,lost_or_stolen_phone
I lost my phone.  What do I do to block someone else from using my account?,lost_or_stolen_phone
"I cannot get to my app, what should I do?",lost_or_stolen_phone
"I cannot find my phone, what should I do?",lost_or_stolen_phone
How do I use my card if I lost my phone?,lost_or_stolen_phone
"my phone was taken yesterday, what should I do about my account?",lost_or_stolen_phone
"I no longer have my phone, what should I do?",lost_or_stolen_phone
I left my phone somewhere and can't use the app.,lost_or_stolen_phone
My cards were stolen,lost_or_stolen_phone
Is there a fee to get an actual card?,order_physical_card
What locations are cards delivered to?,order_physical_card
Do I have to pay for a physical card?,order_physical_card
Can I get an actual card,order_physical_card
Is payment required to get a card of my own?,order_physical_card
Where do you need to live to receive card,order_physical_card
"I need to get a card, how do I do that?",order_physical_card
Do I get an actual card?,order_physical_card
What is the cost for physical cards?,order_physical_card
Do I get a card to keep in my wallet?,order_physical_card
What is my password?,passcode_forgotten
I am unaware of what my password is.,passcode_forgotten
I need a new login code,passcode_forgotten
I need to reset my passcode. Where do I go to do that?,passcode_forgotten
I forgot my password to get into the app!,passcode_forgotten
Why doesn't my passcode work?,passcode_forgotten
"I can't remember my app code, can you reset it?",passcode_forgotten
What are the steps for changing my passcode?,passcode_forgotten
Can someone help with my passcode?,passcode_forgotten
I need to reset the passcode.,passcode_forgotten
My card payment says pending and it hasn't changed,pending_card_payment
"Hello, I made a payment with my card and it's not working. It's been a while and still says its pending. Can you tell when this will go through?",pending_card_payment
I have a payment that is still pending,pending_card_payment
The payment on my card shows as pending.,pending_card_payment
I made a payment but it's still pending,pending_card_payment
The purchase I made is still pending.,pending_card_payment
Why is my card payment pending?,pending_card_payment
What does it mean if it says that my payment is pending?,pending_card_payment
I need to find out why my pending payment hasn't gone through.,pending_card_payment
Why is my purchase showing as pending?,pending_card_payment
Why would a cash withdrawal still be pending?,pending_cash_withdrawal
"Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working.  I didn't actually receive the money, but I just checked and it says that the transaction is still pending.  Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?",pending_cash_withdrawal
"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",pending_cash_withdrawal
Why is my withdrawal from the ATM still showing as pending?,pending_cash_withdrawal
"Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me?",pending_cash_withdrawal
"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?",pending_cash_withdrawal
"Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged?",pending_cash_withdrawal
how long will my cash withdrawal be pending for?,pending_cash_withdrawal
I'm expecting to see a cash withdrawal but I'm still waiting.,pending_cash_withdrawal
How long does it typically take for a pending ATM withdrawal to clear?,pending_cash_withdrawal
My top is still pending.,pending_top_up
"Hello, I am a new customer, and just tried topping up for the first time. According to your information, the transaction should be instant - why does it still show as pending?",pending_top_up
What is the reason my top-up is still pending?,pending_top_up
When will my top-up go through?,pending_top_up
why is top up pending,pending_top_up
I made a top up yesterday but it's still pending.,pending_top_up
I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.,pending_top_up
My top up is still pending,pending_top_up
Why has my top up not gone through yet?,pending_top_up
I have been waiting for my top-up to complete and it still hasn't gone through.,pending_top_up
Can you tell me why my transfer is pending still?,pending_transfer
"It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take?",pending_transfer
